,experiment,sample_name,Pairs,Merged,Too short,No alignment found,Too many diffs,Overlap too short,Exp.errs. too high,Min Q too low,Ratio Pairs,Ratio Merged,Ratio Too short,Ratio No alignment found,Ratio Too many diffs,Ratio Overlap too short,Ratio Exp.errs. too high,Ratio Min Q too low
251,R1158_FKS1-HS1_double_micafungin,output2micafungin2,20839268,19112268,0,20231,1,0,202786,1503982,1.0,0.9171276073612566,0.0,0.0009708114507668888,4.7986330421970675e-08,0.0,0.009730956000949746,0.0721705772006963
252,R1158_FKS1-HS1_double_micafungin,output2micafungin3,21051121,19461895,0,22019,1,0,212996,1354210,1.0,0.924506348141745,0.0,0.0010459775515042644,4.750340848831756e-08,0.0,0.010118035994377687,0.06432959080896453
253,R1158_FKS1-HS1_double_micafungin,output3micafungin1,17683568,16178502,0,19110,2,0,185606,1300348,1.0,0.9148890088244634,0.0,0.0010806642641349301,1.1309934737152592e-07,0.0,0.010495958734119721,0.0735342550779345
254,R1158_FKS1-HS1_double_micafungin,output3micafungin2,20839268,19112268,0,20231,1,0,202786,1503982,1.0,0.9171276073612566,0.0,0.0009708114507668888,4.7986330421970675e-08,0.0,0.009730956000949746,0.0721705772006963
255,R1158_FKS1-HS1_double_micafungin,output3micafungin3,21051121,19461895,0,22019,1,0,212996,1354210,1.0,0.924506348141745,0.0,0.0010459775515042644,4.750340848831756e-08,0.0,0.010118035994377687,0.06432959080896453
256,R1158_FKS1-HS1_double_none,input1,22196529,20614434,0,20515,0,0,205186,1356394,1.0,0.9287233152534795,0.0,0.0009242436058358494,0.0,0.0,0.009244057933562495,0.06110838320712216
257,R1158_FKS1-HS1_double_none,input2,15761038,14570644,0,14658,0,0,145731,1030005,1.0,0.924472360259521,0.0,0.0009300148886133007,0.0,0.0,0.009246281875597279,0.06535134297626845
258,R1158_FKS1-HS1_double_none,input3,24970746,23120017,0,24701,0,0,240968,1585060,1.0,0.9258841125531452,0.0,0.000989197519369265,0.0,0.0,0.009650012058109917,0.06347667786937562
259,R1158_FKS1-HS1_double_none,output1none1,19542673,17985832,0,17709,0,0,183932,1355200,1.0,0.9203363327012636,0.0,0.0009061708191095456,0.0,0.0,0.009411813829152234,0.06934568265047468
260,R1158_FKS1-HS1_double_none,output1none2,18365532,16819704,0,17632,0,0,179772,1348424,1.0,0.9158299362087633,0.0,0.0009600593111051724,0.0,0.0,0.009788553906306662,0.07342145057382492
261,R1158_FKS1-HS1_double_none,output1none3,13802523,12703743,0,12426,1,0,130422,955931,1.0,0.9203928151396669,0.0,0.0009002701897327032,7.245052227045736e-08,0.0,0.00944914201555759,0.06925770020452057
262,R1158_FKS1-HS1_double_none,output2none1,19542673,17985832,0,17709,0,0,183932,1355200,1.0,0.9203363327012636,0.0,0.0009061708191095456,0.0,0.0,0.009411813829152234,0.06934568265047468
263,R1158_FKS1-HS1_double_none,output2none2,18365532,16819704,0,17632,0,0,179772,1348424,1.0,0.9158299362087633,0.0,0.0009600593111051724,0.0,0.0,0.009788553906306662,0.07342145057382492
264,R1158_FKS1-HS1_double_none,output2none3,13802523,12703743,0,12426,1,0,130422,955931,1.0,0.9203928151396669,0.0,0.0009002701897327032,7.245052227045736e-08,0.0,0.00944914201555759,0.06925770020452057
265,R1158_FKS1-HS1_double_none,output3none1,19542673,17985832,0,17709,0,0,183932,1355200,1.0,0.9203363327012636,0.0,0.0009061708191095456,0.0,0.0,0.009411813829152234,0.06934568265047468
266,R1158_FKS1-HS1_double_none,output3none2,18365532,16819704,0,17632,0,0,179772,1348424,1.0,0.9158299362087633,0.0,0.0009600593111051724,0.0,0.0,0.009788553906306662,0.07342145057382492
267,R1158_FKS1-HS1_double_none,output3none3,13802523,12703743,0,12426,1,0,130422,955931,1.0,0.9203928151396669,0.0,0.0009002701897327032,7.245052227045736e-08,0.0,0.00944914201555759,0.06925770020452057
268,R1158_FKS1-HS1_single_ortho_anidulafungin,input1,281320,261710,0,231,0,0,2240,17139,1.0,0.9302929048770084,0.0,0.0008211289634579838,0.0,0.0,0.007962462675956206,0.06092350348357742
269,R1158_FKS1-HS1_single_ortho_anidulafungin,input2,267589,244329,0,395,0,0,2980,19885,1.0,0.9130756495969565,0.0,0.0014761443856062843,0.0,0.0,0.011136481693941082,0.07431172432349611
270,R1158_FKS1-HS1_single_ortho_anidulafungin,input3,218605,199026,0,370,0,0,2630,16579,1.0,0.9104366322819698,0.0,0.0016925504906109192,0.0,0.0,0.012030831865693831,0.07583998536172548
271,R1158_FKS1-HS1_single_ortho_anidulafungin,output1anidulafungin1,207351,193149,0,125,0,0,1552,12525,1.0,0.9315074438994748,0.0,0.000602842523064755,0.0,0.0,0.007484892766371997,0.060404820811088444
272,R1158_FKS1-HS1_single_ortho_anidulafungin,output1anidulafungin2,304777,268684,0,1297,0,0,8762,26034,1.0,0.8815757094531411,0.0,0.004255570466275342,0.0,0.0,0.02874888853161492,0.0854198315489686
273,R1158_FKS1-HS1_single_ortho_anidulafungin,output1anidulafungin3,281143,242468,0,793,0,0,5852,32030,1.0,0.8624365536399626,0.0,0.0028206286480545488,0.0,0.0,0.02081503007366358,0.11392778763831929
274,R1158_FKS1-HS1_single_ortho_anidulafungin,output2anidulafungin1,207351,193149,0,125,0,0,1552,12525,1.0,0.9315074438994748,0.0,0.000602842523064755,0.0,0.0,0.007484892766371997,0.060404820811088444
275,R1158_FKS1-HS1_single_ortho_anidulafungin,output2anidulafungin2,304777,268684,0,1297,0,0,8762,26034,1.0,0.8815757094531411,0.0,0.004255570466275342,0.0,0.0,0.02874888853161492,0.0854198315489686
276,R1158_FKS1-HS1_single_ortho_anidulafungin,output2anidulafungin3,281143,242468,0,793,0,0,5852,32030,1.0,0.8624365536399626,0.0,0.0028206286480545488,0.0,0.0,0.02081503007366358,0.11392778763831929
277,R1158_FKS1-HS1_single_ortho_anidulafungin,output3anidulafungin1,207351,193149,0,125,0,0,1552,12525,1.0,0.9315074438994748,0.0,0.000602842523064755,0.0,0.0,0.007484892766371997,0.060404820811088444
278,R1158_FKS1-HS1_single_ortho_anidulafungin,output3anidulafungin2,304777,268684,0,1297,0,0,8762,26034,1.0,0.8815757094531411,0.0,0.004255570466275342,0.0,0.0,0.02874888853161492,0.0854198315489686
279,R1158_FKS1-HS1_single_ortho_anidulafungin,output3anidulafungin3,281143,242468,0,793,0,0,5852,32030,1.0,0.8624365536399626,0.0,0.0028206286480545488,0.0,0.0,0.02081503007366358,0.11392778763831929
280,R1158_FKS1-HS1_single_ortho_caspofungin,input1,281320,261710,0,231,0,0,2240,17139,1.0,0.9302929048770084,0.0,0.0008211289634579838,0.0,0.0,0.007962462675956206,0.06092350348357742
281,R1158_FKS1-HS1_single_ortho_caspofungin,input2,267589,244329,0,395,0,0,2980,19885,1.0,0.9130756495969565,0.0,0.0014761443856062843,0.0,0.0,0.011136481693941082,0.07431172432349611
282,R1158_FKS1-HS1_single_ortho_caspofungin,input3,218605,199026,0,370,0,0,2630,16579,1.0,0.9104366322819698,0.0,0.0016925504906109192,0.0,0.0,0.012030831865693831,0.07583998536172548
283,R1158_FKS1-HS1_single_ortho_caspofungin,output1caspofungin1,193098,176022,0,162,0,0,1820,15094,1.0,0.9115682192461859,0.0,0.0008389522418668241,0.0,0.0,0.009425265927145801,0.0781675625848015
284,R1158_FKS1-HS1_single_ortho_caspofungin,output1caspofungin2,213957,198713,0,188,0,0,1828,13228,1.0,0.9287520389610997,0.0,0.000878681230340676,0.0,0.0,0.008543772814163594,0.06182550699439607
285,R1158_FKS1-HS1_single_ortho_caspofungin,output1caspofungin3,171520,159148,0,130,0,0,1483,10759,1.0,0.9278684701492538,0.0,0.000757929104477612,0.0,0.0,0.008646222014925374,0.06272737873134328
286,R1158_FKS1-HS1_single_ortho_caspofungin,output2caspofungin1,193098,176022,0,162,0,0,1820,15094,1.0,0.9115682192461859,0.0,0.0008389522418668241,0.0,0.0,0.009425265927145801,0.0781675625848015
287,R1158_FKS1-HS1_single_ortho_caspofungin,output2caspofungin2,213957,198713,0,188,0,0,1828,13228,1.0,0.9287520389610997,0.0,0.000878681230340676,0.0,0.0,0.008543772814163594,0.06182550699439607
288,R1158_FKS1-HS1_single_ortho_caspofungin,output2caspofungin3,171520,159148,0,130,0,0,1483,10759,1.0,0.9278684701492538,0.0,0.000757929104477612,0.0,0.0,0.008646222014925374,0.06272737873134328
289,R1158_FKS1-HS1_single_ortho_caspofungin,output3caspofungin1,193098,176022,0,162,0,0,1820,15094,1.0,0.9115682192461859,0.0,0.0008389522418668241,0.0,0.0,0.009425265927145801,0.0781675625848015
290,R1158_FKS1-HS1_single_ortho_caspofungin,output3caspofungin2,213957,198713,0,188,0,0,1828,13228,1.0,0.9287520389610997,0.0,0.000878681230340676,0.0,0.0,0.008543772814163594,0.06182550699439607
291,R1158_FKS1-HS1_single_ortho_caspofungin,output3caspofungin3,171520,159148,0,130,0,0,1483,10759,1.0,0.9278684701492538,0.0,0.000757929104477612,0.0,0.0,0.008646222014925374,0.06272737873134328
292,R1158_FKS1-HS1_single_ortho_dox,input1,281320,261710,0,231,0,0,2240,17139,1.0,0.9302929048770084,0.0,0.0008211289634579838,0.0,0.0,0.007962462675956206,0.06092350348357742
293,R1158_FKS1-HS1_single_ortho_dox,input2,267589,244329,0,395,0,0,2980,19885,1.0,0.9130756495969565,0.0,0.0014761443856062843,0.0,0.0,0.011136481693941082,0.07431172432349611
294,R1158_FKS1-HS1_single_ortho_dox,input3,218605,199026,0,370,0,0,2630,16579,1.0,0.9104366322819698,0.0,0.0016925504906109192,0.0,0.0,0.012030831865693831,0.07583998536172548
295,R1158_FKS1-HS1_single_ortho_dox,output1dox1,194340,179288,0,173,0,0,1753,13126,1.0,0.922548111557065,0.0,0.0008901924462282598,0.0,0.0,0.009020273747041268,0.06754142224966553
296,R1158_FKS1-HS1_single_ortho_dox,output1dox2,193735,179560,0,150,0,0,1617,12408,1.0,0.9268330451389785,0.0,0.0007742534905928201,0.0,0.0,0.0083464526285906,0.06404624874183808
297,R1158_FKS1-HS1_single_ortho_dox,output1dox3,259702,242863,0,226,0,0,2105,14508,1.0,0.9351602991120592,0.0,0.0008702281846115933,0.0,0.0,0.008105443931891167,0.055864028771438035
298,R1158_FKS1-HS1_single_ortho_dox,output2dox1,194340,179288,0,173,0,0,1753,13126,1.0,0.922548111557065,0.0,0.0008901924462282598,0.0,0.0,0.009020273747041268,0.06754142224966553
299,R1158_FKS1-HS1_single_ortho_dox,output2dox2,193735,179560,0,150,0,0,1617,12408,1.0,0.9268330451389785,0.0,0.0007742534905928201,0.0,0.0,0.0083464526285906,0.06404624874183808
300,R1158_FKS1-HS1_single_ortho_dox,output2dox3,259702,242863,0,226,0,0,2105,14508,1.0,0.9351602991120592,0.0,0.0008702281846115933,0.0,0.0,0.008105443931891167,0.055864028771438035
301,R1158_FKS1-HS1_single_ortho_dox,output3dox1,194340,179288,0,173,0,0,1753,13126,1.0,0.922548111557065,0.0,0.0008901924462282598,0.0,0.0,0.009020273747041268,0.06754142224966553
302,R1158_FKS1-HS1_single_ortho_dox,output3dox2,193735,179560,0,150,0,0,1617,12408,1.0,0.9268330451389785,0.0,0.0007742534905928201,0.0,0.0,0.0083464526285906,0.06404624874183808
303,R1158_FKS1-HS1_single_ortho_dox,output3dox3,259702,242863,0,226,0,0,2105,14508,1.0,0.9351602991120592,0.0,0.0008702281846115933,0.0,0.0,0.008105443931891167,0.055864028771438035
304,R1158_FKS1-HS1_single_ortho_micafungin,input1,281320,261710,0,231,0,0,2240,17139,1.0,0.9302929048770084,0.0,0.0008211289634579838,0.0,0.0,0.007962462675956206,0.06092350348357742
305,R1158_FKS1-HS1_single_ortho_micafungin,input2,267589,244329,0,395,0,0,2980,19885,1.0,0.9130756495969565,0.0,0.0014761443856062843,0.0,0.0,0.011136481693941082,0.07431172432349611
306,R1158_FKS1-HS1_single_ortho_micafungin,input3,218605,199026,0,370,0,0,2630,16579,1.0,0.9104366322819698,0.0,0.0016925504906109192,0.0,0.0,0.012030831865693831,0.07583998536172548
307,R1158_FKS1-HS1_single_ortho_micafungin,output1micafungin1,187264,174841,0,151,0,0,1426,10846,1.0,0.933660500683527,0.0,0.0008063482570061517,0.0,0.0,0.007614917976760082,0.057918233082706765
308,R1158_FKS1-HS1_single_ortho_micafungin,output1micafungin2,126376,118617,0,90,0,0,841,6828,1.0,0.9386038488320567,0.0,0.0007121605368107869,0.0,0.0,0.006654744571754131,0.054029246059378366
309,R1158_FKS1-HS1_single_ortho_micafungin,output1micafungin3,149355,138381,0,132,0,0,1295,9547,1.0,0.9265240534297479,0.0,0.0008838003414683137,0.0,0.0,0.008670616986374745,0.06392152924240903
310,R1158_FKS1-HS1_single_ortho_micafungin,output2micafungin1,187264,174841,0,151,0,0,1426,10846,1.0,0.933660500683527,0.0,0.0008063482570061517,0.0,0.0,0.007614917976760082,0.057918233082706765
311,R1158_FKS1-HS1_single_ortho_micafungin,output2micafungin2,126376,118617,0,90,0,0,841,6828,1.0,0.9386038488320567,0.0,0.0007121605368107869,0.0,0.0,0.006654744571754131,0.054029246059378366
312,R1158_FKS1-HS1_single_ortho_micafungin,output2micafungin3,149355,138381,0,132,0,0,1295,9547,1.0,0.9265240534297479,0.0,0.0008838003414683137,0.0,0.0,0.008670616986374745,0.06392152924240903
313,R1158_FKS1-HS1_single_ortho_micafungin,output3micafungin1,187264,174841,0,151,0,0,1426,10846,1.0,0.933660500683527,0.0,0.0008063482570061517,0.0,0.0,0.007614917976760082,0.057918233082706765
314,R1158_FKS1-HS1_single_ortho_micafungin,output3micafungin2,126376,118617,0,90,0,0,841,6828,1.0,0.9386038488320567,0.0,0.0007121605368107869,0.0,0.0,0.006654744571754131,0.054029246059378366
315,R1158_FKS1-HS1_single_ortho_micafungin,output3micafungin3,149355,138381,0,132,0,0,1295,9547,1.0,0.9265240534297479,0.0,0.0008838003414683137,0.0,0.0,0.008670616986374745,0.06392152924240903
316,R1158_FKS1-HS1_single_ortho_none,input1,281320,261710,0,231,0,0,2240,17139,1.0,0.9302929048770084,0.0,0.0008211289634579838,0.0,0.0,0.007962462675956206,0.06092350348357742
317,R1158_FKS1-HS1_single_ortho_none,input2,267589,244329,0,395,0,0,2980,19885,1.0,0.9130756495969565,0.0,0.0014761443856062843,0.0,0.0,0.011136481693941082,0.07431172432349611
318,R1158_FKS1-HS1_single_ortho_none,input3,218605,199026,0,370,0,0,2630,16579,1.0,0.9104366322819698,0.0,0.0016925504906109192,0.0,0.0,0.012030831865693831,0.07583998536172548
319,R1158_FKS1-HS1_single_ortho_none,output1none1,191735,177191,0,178,0,0,1686,12680,1.0,0.9241453047174486,0.0,0.0009283646699872219,0.0,0.0,0.008793386705609304,0.06613294390695491
320,R1158_FKS1-HS1_single_ortho_none,output1none2,165363,153485,0,124,1,0,1380,10373,1.0,0.9281701468889655,0.0,0.0007498654475305843,6.047301996214389e-06,0.0,0.008345276754775857,0.06272866360673186
321,R1158_FKS1-HS1_single_ortho_none,output1none3,207425,193341,0,170,0,0,1743,12171,1.0,0.9321007593105942,0.0,0.0008195733397613595,0.0,0.0,0.008403037242376763,0.05867663010726769
322,R1158_FKS1-HS1_single_ortho_none,output2none1,191735,177191,0,178,0,0,1686,12680,1.0,0.9241453047174486,0.0,0.0009283646699872219,0.0,0.0,0.008793386705609304,0.06613294390695491
323,R1158_FKS1-HS1_single_ortho_none,output2none2,165363,153485,0,124,1,0,1380,10373,1.0,0.9281701468889655,0.0,0.0007498654475305843,6.047301996214389e-06,0.0,0.008345276754775857,0.06272866360673186
324,R1158_FKS1-HS1_single_ortho_none,output2none3,207425,193341,0,170,0,0,1743,12171,1.0,0.9321007593105942,0.0,0.0008195733397613595,0.0,0.0,0.008403037242376763,0.05867663010726769
325,R1158_FKS1-HS1_single_ortho_none,output3none1,191735,177191,0,178,0,0,1686,12680,1.0,0.9241453047174486,0.0,0.0009283646699872219,0.0,0.0,0.008793386705609304,0.06613294390695491
326,R1158_FKS1-HS1_single_ortho_none,output3none2,165363,153485,0,124,1,0,1380,10373,1.0,0.9281701468889655,0.0,0.0007498654475305843,6.047301996214389e-06,0.0,0.008345276754775857,0.06272866360673186
327,R1158_FKS1-HS1_single_ortho_none,output3none3,207425,193341,0,170,0,0,1743,12171,1.0,0.9321007593105942,0.0,0.0008195733397613595,0.0,0.0,0.008403037242376763,0.05867663010726769
328,R1158_FKS1-HS2_double_anidulafungin,input1,12316031,11534905,0,22900,0,2,117958,640266,1.0,0.9365764831218759,0.0,0.0018593652451832899,0.0,1.623899777452655e-07,0.009577598497438014,0.05198639074552508
329,R1158_FKS1-HS2_double_anidulafungin,input2,13311960,12487426,0,21245,0,1,110027,693261,1.0,0.9380606612399677,0.0,0.0015959332810495223,0.0,7.512041803010225e-08,0.008265274234598061,0.052078056123966716
330,R1158_FKS1-HS2_double_anidulafungin,input3,12831853,12054760,0,22629,0,2,112893,641569,1.0,0.9394403131020905,0.0,0.001763502122413653,0.0,1.5586213464259605e-07,0.008797871983103297,0.04999815693025785
331,R1158_FKS1-HS2_double_anidulafungin,output1anidulafungin1,20305759,19038439,0,40400,1,0,209959,1016960,1.0,0.9375881492536181,0.0,0.001989583349236047,4.924711260485264e-08,0.0,0.010339874515402256,0.050082343634630946
332,R1158_FKS1-HS2_double_anidulafungin,output1anidulafungin2,21067871,19725526,0,46906,0,0,234300,1061139,1.0,0.936284734228722,0.0,0.002226423353361144,0.0,0.0,0.011121199669392318,0.05036764274852452
333,R1158_FKS1-HS2_double_anidulafungin,output1anidulafungin3,25503315,23834365,0,50938,0,0,267926,1350086,1.0,0.9345594876587612,0.0,0.0019973089772839336,0.0,0.0,0.010505536241072973,0.052937667122881865
334,R1158_FKS1-HS2_double_anidulafungin,output2anidulafungin1,20305759,19038439,0,40400,1,0,209959,1016960,1.0,0.9375881492536181,0.0,0.001989583349236047,4.924711260485264e-08,0.0,0.010339874515402256,0.050082343634630946
335,R1158_FKS1-HS2_double_anidulafungin,output2anidulafungin2,21067871,19725526,0,46906,0,0,234300,1061139,1.0,0.936284734228722,0.0,0.002226423353361144,0.0,0.0,0.011121199669392318,0.05036764274852452
336,R1158_FKS1-HS2_double_anidulafungin,output2anidulafungin3,25503315,23834365,0,50938,0,0,267926,1350086,1.0,0.9345594876587612,0.0,0.0019973089772839336,0.0,0.0,0.010505536241072973,0.052937667122881865
337,R1158_FKS1-HS2_double_anidulafungin,output3anidulafungin1,20305759,19038439,0,40400,1,0,209959,1016960,1.0,0.9375881492536181,0.0,0.001989583349236047,4.924711260485264e-08,0.0,0.010339874515402256,0.050082343634630946
338,R1158_FKS1-HS2_double_anidulafungin,output3anidulafungin2,21067871,19725526,0,46906,0,0,234300,1061139,1.0,0.936284734228722,0.0,0.002226423353361144,0.0,0.0,0.011121199669392318,0.05036764274852452
339,R1158_FKS1-HS2_double_anidulafungin,output3anidulafungin3,25503315,23834365,0,50938,0,0,267926,1350086,1.0,0.9345594876587612,0.0,0.0019973089772839336,0.0,0.0,0.010505536241072973,0.052937667122881865
340,R1158_FKS1-HS2_double_caspofungin,input1,12316031,11534905,0,22900,0,2,117958,640266,1.0,0.9365764831218759,0.0,0.0018593652451832899,0.0,1.623899777452655e-07,0.009577598497438014,0.05198639074552508
341,R1158_FKS1-HS2_double_caspofungin,input2,13311960,12487426,0,21245,0,1,110027,693261,1.0,0.9380606612399677,0.0,0.0015959332810495223,0.0,7.512041803010225e-08,0.008265274234598061,0.052078056123966716
342,R1158_FKS1-HS2_double_caspofungin,input3,12831853,12054760,0,22629,0,2,112893,641569,1.0,0.9394403131020905,0.0,0.001763502122413653,0.0,1.5586213464259605e-07,0.008797871983103297,0.04999815693025785
343,R1158_FKS1-HS2_double_caspofungin,output1caspofungin1,19118394,17880053,0,37919,0,0,200979,999443,1.0,0.9352277707008235,0.0,0.001983377892515449,0.0,0.0,0.01051233696721597,0.052276514439445074
344,R1158_FKS1-HS2_double_caspofungin,output1caspofungin2,18068764,16940170,0,35812,0,0,186681,906101,1.0,0.9375389484305623,0.0,0.001981983936477337,0.0,0.0,0.010331697287097225,0.05014737034586317
345,R1158_FKS1-HS2_double_caspofungin,output1caspofungin3,28273309,26301753,0,57949,1,0,296594,1617012,1.0,0.9302679428149001,0.0,0.0020496009151245794,3.536904718156619e-08,0.0,0.010490247179769442,0.05719217372115871
346,R1158_FKS1-HS2_double_caspofungin,output2caspofungin1,19118394,17880053,0,37919,0,0,200979,999443,1.0,0.9352277707008235,0.0,0.001983377892515449,0.0,0.0,0.01051233696721597,0.052276514439445074
347,R1158_FKS1-HS2_double_caspofungin,output2caspofungin2,18068764,16940170,0,35812,0,0,186681,906101,1.0,0.9375389484305623,0.0,0.001981983936477337,0.0,0.0,0.010331697287097225,0.05014737034586317
348,R1158_FKS1-HS2_double_caspofungin,output2caspofungin3,28273309,26301753,0,57949,1,0,296594,1617012,1.0,0.9302679428149001,0.0,0.0020496009151245794,3.536904718156619e-08,0.0,0.010490247179769442,0.05719217372115871
349,R1158_FKS1-HS2_double_caspofungin,output3caspofungin1,19118394,17880053,0,37919,0,0,200979,999443,1.0,0.9352277707008235,0.0,0.001983377892515449,0.0,0.0,0.01051233696721597,0.052276514439445074
350,R1158_FKS1-HS2_double_caspofungin,output3caspofungin2,18068764,16940170,0,35812,0,0,186681,906101,1.0,0.9375389484305623,0.0,0.001981983936477337,0.0,0.0,0.010331697287097225,0.05014737034586317
351,R1158_FKS1-HS2_double_caspofungin,output3caspofungin3,28273309,26301753,0,57949,1,0,296594,1617012,1.0,0.9302679428149001,0.0,0.0020496009151245794,3.536904718156619e-08,0.0,0.010490247179769442,0.05719217372115871
352,R1158_FKS1-HS2_double_dox,input1,12316031,11534905,0,22900,0,2,117958,640266,1.0,0.9365764831218759,0.0,0.0018593652451832899,0.0,1.623899777452655e-07,0.009577598497438014,0.05198639074552508
353,R1158_FKS1-HS2_double_dox,input2,13311960,12487426,0,21245,0,1,110027,693261,1.0,0.9380606612399677,0.0,0.0015959332810495223,0.0,7.512041803010225e-08,0.008265274234598061,0.052078056123966716
354,R1158_FKS1-HS2_double_dox,input3,12831853,12054760,0,22629,0,2,112893,641569,1.0,0.9394403131020905,0.0,0.001763502122413653,0.0,1.5586213464259605e-07,0.008797871983103297,0.04999815693025785
355,R1158_FKS1-HS2_double_dox,output1dox1,13752402,12840810,0,28845,1,3,151216,731527,1.0,0.9337139795651698,0.0,0.0020974517760606473,7.271457015290856e-08,2.1814371045872568e-07,0.010995606440242221,0.05319267136024674
356,R1158_FKS1-HS2_double_dox,output1dox2,14609785,13690024,0,30001,0,4,154173,735583,1.0,0.93704486410991,0.0,0.002053486755623029,0.0,2.7378910777947795e-07,0.010552722028421363,0.05034865331693793
357,R1158_FKS1-HS2_double_dox,output1dox3,20573206,19253791,0,45185,1,5,230627,1043597,1.0,0.9358673120757164,0.0,0.0021963032888505565,4.8606911338952226e-08,2.4303455669476113e-07,0.011210066141368536,0.05072602685259653
358,R1158_FKS1-HS2_double_dox,output2dox1,13752402,12840810,0,28845,1,3,151216,731527,1.0,0.9337139795651698,0.0,0.0020974517760606473,7.271457015290856e-08,2.1814371045872568e-07,0.010995606440242221,0.05319267136024674
359,R1158_FKS1-HS2_double_dox,output2dox2,14609785,13690024,0,30001,0,4,154173,735583,1.0,0.93704486410991,0.0,0.002053486755623029,0.0,2.7378910777947795e-07,0.010552722028421363,0.05034865331693793
360,R1158_FKS1-HS2_double_dox,output2dox3,20573206,19253791,0,45185,1,5,230627,1043597,1.0,0.9358673120757164,0.0,0.0021963032888505565,4.8606911338952226e-08,2.4303455669476113e-07,0.011210066141368536,0.05072602685259653
361,R1158_FKS1-HS2_double_dox,output3dox1,13752402,12840810,0,28845,1,3,151216,731527,1.0,0.9337139795651698,0.0,0.0020974517760606473,7.271457015290856e-08,2.1814371045872568e-07,0.010995606440242221,0.05319267136024674
362,R1158_FKS1-HS2_double_dox,output3dox2,14609785,13690024,0,30001,0,4,154173,735583,1.0,0.93704486410991,0.0,0.002053486755623029,0.0,2.7378910777947795e-07,0.010552722028421363,0.05034865331693793
363,R1158_FKS1-HS2_double_dox,output3dox3,20573206,19253791,0,45185,1,5,230627,1043597,1.0,0.9358673120757164,0.0,0.0021963032888505565,4.8606911338952226e-08,2.4303455669476113e-07,0.011210066141368536,0.05072602685259653
364,R1158_FKS1-HS2_double_micafungin,input1,12316031,11534905,0,22900,0,2,117958,640266,1.0,0.9365764831218759,0.0,0.0018593652451832899,0.0,1.623899777452655e-07,0.009577598497438014,0.05198639074552508
365,R1158_FKS1-HS2_double_micafungin,input2,13311960,12487426,0,21245,0,1,110027,693261,1.0,0.9380606612399677,0.0,0.0015959332810495223,0.0,7.512041803010225e-08,0.008265274234598061,0.052078056123966716
366,R1158_FKS1-HS2_double_micafungin,input3,12831853,12054760,0,22629,0,2,112893,641569,1.0,0.9394403131020905,0.0,0.001763502122413653,0.0,1.5586213464259605e-07,0.008797871983103297,0.04999815693025785
367,R1158_FKS1-HS2_double_micafungin,output1micafungin1,24592684,23090651,0,48929,0,1,252436,1200667,1.0,0.9389235839406549,0.0,0.001989575436337083,0.0,4.066249946528813e-08,0.010264678715019475,0.048822121245489104
368,R1158_FKS1-HS2_double_micafungin,output1micafungin2,17658962,16540556,0,36164,1,1,183647,898593,1.0,0.9366663793715622,0.0,0.002047911989390996,5.66284700085996e-08,5.66284700085996e-08,0.01039964863166929,0.05088594675043754
369,R1158_FKS1-HS2_double_micafungin,output1micafungin3,21140813,19792640,0,41548,0,0,220239,1086386,1.0,0.9362288952652862,0.0,0.0019652981179106026,0.0,0.0,0.010417716669647473,0.05138808994715577
370,R1158_FKS1-HS2_double_micafungin,output2micafungin1,24592684,23090651,0,48929,0,1,252436,1200667,1.0,0.9389235839406549,0.0,0.001989575436337083,0.0,4.066249946528813e-08,0.010264678715019475,0.048822121245489104
371,R1158_FKS1-HS2_double_micafungin,output2micafungin2,17658962,16540556,0,36164,1,1,183647,898593,1.0,0.9366663793715622,0.0,0.002047911989390996,5.66284700085996e-08,5.66284700085996e-08,0.01039964863166929,0.05088594675043754
372,R1158_FKS1-HS2_double_micafungin,output2micafungin3,21140813,19792640,0,41548,0,0,220239,1086386,1.0,0.9362288952652862,0.0,0.0019652981179106026,0.0,0.0,0.010417716669647473,0.05138808994715577
373,R1158_FKS1-HS2_double_micafungin,output3micafungin1,24592684,23090651,0,48929,0,1,252436,1200667,1.0,0.9389235839406549,0.0,0.001989575436337083,0.0,4.066249946528813e-08,0.010264678715019475,0.048822121245489104
374,R1158_FKS1-HS2_double_micafungin,output3micafungin2,17658962,16540556,0,36164,1,1,183647,898593,1.0,0.9366663793715622,0.0,0.002047911989390996,5.66284700085996e-08,5.66284700085996e-08,0.01039964863166929,0.05088594675043754
375,R1158_FKS1-HS2_double_micafungin,output3micafungin3,21140813,19792640,0,41548,0,0,220239,1086386,1.0,0.9362288952652862,0.0,0.0019652981179106026,0.0,0.0,0.010417716669647473,0.05138808994715577
376,R1158_FKS1-HS2_double_none,input1,12316031,11534905,0,22900,0,2,117958,640266,1.0,0.9365764831218759,0.0,0.0018593652451832899,0.0,1.623899777452655e-07,0.009577598497438014,0.05198639074552508
377,R1158_FKS1-HS2_double_none,input2,13311960,12487426,0,21245,0,1,110027,693261,1.0,0.9380606612399677,0.0,0.0015959332810495223,0.0,7.512041803010225e-08,0.008265274234598061,0.052078056123966716
378,R1158_FKS1-HS2_double_none,input3,12831853,12054760,0,22629,0,2,112893,641569,1.0,0.9394403131020905,0.0,0.001763502122413653,0.0,1.5586213464259605e-07,0.008797871983103297,0.04999815693025785
